id,audio_path,text,caption_1,caption_2,caption_3,caption_4,caption_5,split,file_name,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
development/WeddingClap.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/WeddingClap.wav,A large crowds is applauding loudly and some can be heard cheering.,A large crowds is applauding loudly and some can be heard cheering.,An audience or large group of people cheering and clapping and making a lot of noise throughout entire audio clip.,First there was shouting and loud clapping and then the clapping slowed down.,People clapped and cheered loudly before slowing down.,people clap and cheer loudly before slowing down,development,WeddingClap.wav,44100,18.006666666666668,30.06,1.6278399239340842,0.6963801229568674,,0.0,82468.83597103745,4326.609313026392,0.03141974301263221,"",32.375
development/Snowbirds Airplane.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Snowbirds Airplane.wav,A man and two little girls are talking and watching a jet aircraft take off.,A man and two little girls are talking and watching a jet aircraft take off.,A plane flies over and an excited man and then kids can be heard talking.,An excited man and two little girls talking enthusiastically while watching a jet aircraft take off.,The plane flies over a man and the kids continue talking.,"an airplane passing by, an excited male voice and a child speaking.",development,Snowbirds Airplane.wav,44100,22.64172335600907,45.28,1.284321797260535,0.23300105557950118,,9.136986671112268,42410.38531278035,2537.50846800242,0.06552175896254528,"",36.457
development/20110423_nightingale.close.M10.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/20110423_nightingale.close.M10.wav,Birds chirping loudly overlapping frogs croaking in the background.,Birds chirping loudly overlapping frogs croaking in the background.,Birds chirping loudly overlapping the frogs croaking in the background.,Exotic birds chirp back and forth to each other while frogs croak and crickets chirp as time goes on.,Outside in nature birds singing without any change in rhythm,The birds are chirping and whistling loudly while an animal is barking in the background.,development,20110423_nightingale.close.M10.wav,44100,20.530226757369615,20.63,2.8783064334638992,0.6639422584132836,,0.0,19827.38657556866,1173.0609938939551,0.053662070552602074,"",31.557
development/20120329_strike.03.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/20120329_strike.03.wav,A man is announcing over a public address system in an arena and the crowd intermittently cheers.,A man is announcing over a public address system in an arena and the crowd intermittently cheers.,"In a speech, someone is speaking loudly as people listen.","Someone speaking as a gun is fired, and a crowd begins to clap.","Someone talking with a gun shot being fired, then a crowd starting to clap.",The crowd in an arena cheers intermittently as a man announces over the public address system,development,20120329_strike.03.wav,44100,25.241972789115646,31.7,1.381328628252265,1.076132527666587,,0.0,31355.884434149084,2056.795872526065,0.04257216447084309,"",41.029
development/Ocean Waves_Distant_Light Traffic.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Ocean Waves_Distant_Light Traffic.wav,A car drives by an ambient city noise reverberates.,A car drives by an ambient city noise reverberates.,Ambient city noise reverberates as a car drives by.,Cars are streaming by a slow rate of speed on roads that are wet.,Cars go by on wet streets at a pace that is slow.,The wind blows through a car window while driving on the highway.,development,Ocean Waves_Distant_Light Traffic.wav,44100,25.240090702947846,27.17,1.3000592664673853,0.12158124633613825,,0.0,80891.35174049962,2313.909908700394,0.02756469117246526,"",43.413
development/traffic stereo.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/traffic stereo.wav,Fast moving cars were approaching and leaving an area,Fast moving cars were approaching and leaving an area,Fast moving cars were approaching and leaving from an area.,Fast moving vehicles of various sizes are zipping passed a location on a busy road.,Someone is driving on wet roads where vehicles are passing.,Someone is driving on wet roads with vehicles passing.,development,traffic stereo.wav,44100,24.41922902494331,33.41,1.4757616863170402,0.08718598980722618,,0.0,209.1874019557984,160.50396089242216,0.014767979422941894,"",34.334
development/birdsongEvening.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/birdsongEvening.wav,A bird chirping in the foreground and a hard object striking a hard surface.,A bird chirping in the foreground and a hard object striking a hard surface.,A bird chirps as a hard object strikes a hard surface.,Birds are singing while a ping pong ball is bounced once on a table,"Birds chirp and become quiet, then a knock, followed by louder chirping.","Birds chirping, then quieting, a knock then louder chirping.",development,birdsongEvening.wav,44100,24.214331065759637,8.561,2.433167920274269,0.4548004833397341,,0.0,4621108.267411393,113238.20674841275,0.02432857158772577,"",9.71
development/alarm_clock_ringing_01.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/alarm_clock_ringing_01.wav,A bell is ringing continuously without any break,A bell is ringing continuously without any break,A metal alarm clock rings over and over for a minute.,A metal alarm clock rings repeatedly for a minute,An alarm bell rings loud and very close.,An alarm bell rings loudly and very closely,development,alarm_clock_ringing_01.wav,44100,23.324444444444445,33.26,3.2456454283619167,0.7739892696679784,,21.331402416552095,2322.285189122813,345.2695237115472,0.051045028328446845,"",49.633
development/Synthetic Rain Noise.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Synthetic Rain Noise.wav,A clock radio is tuned between the dials.,A clock radio is tuned between the dials.,A steady and constant stream of rain that does not change.,"A television set is on, but it is only broadcasting heavy static with no discernible signal.",It is a television that is on but is on the white noise channel with no signal.,Rain is pouring down and as it collects it drips down from the rooftops in larger drops.,development,Synthetic Rain Noise.wav,44100,24.316598639455783,17.23,1.3878233881353068,3.689516070915156,,0.0,7818.412169103978,878.9477886752305,0.011237376012279953,"",37.548
development/Traffic 2 Bikes &amp; cars.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Traffic 2 Bikes &amp; cars.wav,A moving car approached and then it stopped.,A moving car approached and then it stopped.,A moving car approached and then stopped moving.,A flimsy engine car that is driving stops while birds are tweeting in the background.,The wind is blowing while cars drive by in the background.,Wind is blowing while cars drive by in the background.,development,Traffic 2 Bikes &amp; cars.wav,44100,27.52174603174603,19.62,1.8252654356223583,0.20904997805655162,,0.0,239563.19389125638,5402.93255437974,0.05540876558333979,"",51.205
development/41_STEAM.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/41_STEAM.wav,A power washer is being used to clean various surfaces at different rates.,A power washer is being used to clean various surfaces at different rates.,"Air sprays in one steady stream and then two shorter, air streams are added in the stream.",An industrial machine whirring inside an enclosed room.,Someone with a power washer is passing the spray over various surfaces of an object at different rates.,"Streams of air occur, one constant, two inconsistent, not in rhythm",development,41_STEAM.wav,44100,23.40591836734694,27.91,2.813835731090243,0.08496536086788514,,0.0,722.459117492293,220.39464901224662,0.019210690102607113,"",55.45
development/Flame thrower varying power.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Flame thrower varying power.wav,"A air hose blows a few short times, then longer, then shorter again.","A air hose blows a few short times, then longer, then shorter again.",An air compressor machine blows its compressed air,"An air hose blows a few short times, then longer, then shorter again.",A person is manually blowing air into something.,Air being removed from an air compressor machine.,development,Flame thrower varying power.wav,44100,20.816689342403627,31.31,1.7612196935603892,0.4174571383656606,,0.0,117789.53049061666,2022.9429211815388,0.041481459735337574,"",29.298
development/TS creaky chair.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/TS creaky chair.wav,A clock is creaking while being wound up.,A clock is creaking while being wound up.,A sample of a floor creaking is being played in different keys.,Quick bursts of scratching static noises get lower and lower repeating three times from high to low,"Quick bursts of scratching, static noises fall lower while repeating high to low, and at three times.",someone is turning and winding a creaky clock,development,TS creaky chair.wav,44100,25.240090702947846,35.98,1.8347729670100845,2.569498604405486,,0.0,1002530.0694754199,4643.253388174366,0.11078092622563199,"",31.288
development/4CH000M.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/4CH000M.wav,A jet blasting water at dishes in a dishwasher,A jet blasting water at dishes in a dishwasher,A machine is running continuously and a clunk happens.,A machine is running continuously as a clunk happens.,A rotating automatic water sprinkler spraying water on the ground,An automatic sprinkler spins and sprays water on the ground.,development,4CH000M.wav,44100,22.503990929705214,21.61,3.043325477754554,0.6300554832224066,,0.0,1163.2995047578809,336.02194750698357,0.014135121150627148,"",49.963
development/Gate up.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Gate up.wav,"A squeaky door opened, followed by an object rolled into a building and then a door closing.","A squeaky door opened, followed by an object rolled into a building and then a door closing.","A squeaky door opening, followed by an object on wheels being rolled into a building, followed by the door closing.",A squeaky door opens and footsteps come closer.,Metal is scraping and then there is some clunking in the background.,The sound of metal scraping reverberates as there is a loud clunk in the background.,development,Gate up.wav,44100,22.74249433106576,5.338,1.7729988200477182,1.262098287084601,,0.0,1726.417399097492,797.9847040542389,0.003304714537880208,"",20.943
development/Schnelllauferpresse 03.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Schnelllauferpresse 03.wav,A machine with a belt running at full speed.,A machine with a belt running at full speed.,A train moving along a track with a lightly clanging bell.,"Inside, a machine is clicking and whirring at a steady speed.",Machine operating and working at a very steady pace,it sounds like banging on metallic object like a product plant or hammer on metal,development,Schnelllauferpresse 03.wav,44100,21.6418820861678,18.25,2.3404892544731575,1.7508621823355182,,0.0,209.04621381575163,155.3388704773909,0.016183488825814555,"",45.91
development/808 Kings Cross  steps.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/808 Kings Cross  steps.wav,Some people are rapping while some feet are tapping.,Some people are rapping while some feet are tapping.,Someone is walking up the stairs of a school.,Someone walking along a hard surface while people talk in the background.,some kids are playing basketball in the court and talking to each other,some kids are playing basketball in the court and talking to each other in the background.,development,808 Kings Cross  steps.wav,44100,18.94750566893424,17.85,1.4659543783812576,3.462105567760742,,0.0,4789.496004042355,670.0932815485843,0.017709455977324613,"",31.136
"development/A dog groaning, moaning, sniffing, panting and grunting.wav","/root/clawd/_datasets/clotho_3490684/audio_development/development/A dog groaning, moaning, sniffing, panting and grunting.wav",A dog is forcefully chewing on a bone.,A dog is forcefully chewing on a bone.,A dog is chewing forcefully on a bone.,A pig in the field is snorting as it eats from the trough.,An animal is grunting and digging at a hard surface.,An animal is grunting while digging at a hard surface.,development,"A dog groaning, moaning, sniffing, panting and grunting.wav",44100,28.56136054421769,16.9,1.8287140239744915,5.358457244458121,,0.0,259325.8348439712,4944.701487837254,0.03208403096484723,"",46.664
development/Open and Close DVD Cases.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Open and Close DVD Cases.wav,A dog is crunching and chewing on a large hard bone.,A dog is crunching and chewing on a large hard bone.,"A person opens a CD case, takes out the CD and puts it back inside clicking it shut.","A person opens a CD case, takes the CD out, puts it back inside and clicks it shut.",Hard objects are being dropped and moved across another hard object.,Someone is placing small hard objects on a wooden table.,development,Open and Close DVD Cases.wav,44100,28.86514739229025,11.398,2.115544523434872,4.141024657509633,,0.0,1194755.8102047923,119483.10383820048,0.011172346085878802,"",17.509
development/Waiting at a Montreal Subway Station.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Waiting at a Montreal Subway Station.wav,A vehicle passes and then the wind really whips it up.,A vehicle passes and then the wind really whips it up.,A vehicle passes and then the wind really whips up.,"Outdoors, cars at a large circular race track.",Strong gusts of wind are evident and automobiles driving past.,The wind is blowing very strongly and cars are passing by.,development,Waiting at a Montreal Subway Station.wav,44100,29.96095238095238,35.5,1.235405481478809,0.11016062315561918,,0.0,855.3918439615122,298.1510174019847,0.025800166483062423,"",50.88
"development/a gentle breeze, wind 4.wav","/root/clawd/_datasets/clotho_3490684/audio_development/development/a gentle breeze, wind 4.wav",In a quiet environment the wind is blowing,In a quiet environment the wind is blowing,The wind is blowing in a quiet environment,The wind is blowing on the sea in the distance.,Thunder rumbling in the sky stops as a breeze blows,Wind blows atop the sea in the far distance.,development,"a gentle breeze, wind 4.wav",44100,19.972131519274377,8.196,0.5634980719921117,0.12498613215631975,,0.0,6163024.036758842,57796.99863510242,0.0402840937724017,"",16.206
development/WalkingWinteronIceandSnowJanuary2013.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/WalkingWinteronIceandSnowJanuary2013.wav,A person is stepping slowly atop the hard ice.,A person is stepping slowly atop the hard ice.,A person is walking on loose rocks below their feet while taking steps,A person is walking on loose rocks taking steps,A person is walking slowly through hard ice.,Shoes are moving across a hard surface covered with different kinds of debris.,development,WalkingWinteronIceandSnowJanuary2013.wav,44100,19.036485260770974,26.58,2.06950691529077,4.721164129390836,,0.0,12728.991171226284,815.4530409078934,0.057394933971828904,"",34.241
development/Clatter of cargo train wheels.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Clatter of cargo train wheels.wav,A slow moving train clicks past a single gap in the rails.,A slow moving train clicks past a single gap in the rails.,A slow train clicks past a gap in the rails.,A train is going down the tracks with each train car making two thumping sounds as it passes.,The intense whirring of an engine is combined with a repeated clacking.,a train is moving over the rail while hissing steam,development,Clatter of cargo train wheels.wav,44100,15.48,26.34,1.4422377260460117,0.8238798763952269,,0.0,271.9559911077898,118.5635398818669,0.027815376839584505,"",26.255
development/Like a spin-drier with worn bearings.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Like a spin-drier with worn bearings.wav,A ringing growing louder and more intense until it begins to slow and fade.,A ringing growing louder and more intense until it begins to slow and fade.,A ringing is growing louder and more intense until it begins to slow and fade.,An eerie whirring gets intermittently louder and softer.,"First a loud buzzing sound, then second a ringing sound combined with buzzing at the end.",There loud buzzing at first then a ringing sound is combined with the buzzing to the end.,development,Like a spin-drier with worn bearings.wav,44100,26.285374149659862,47.09,1.334455978177054,0.16170177921063553,,13.726850729697858,692.1947260970826,252.64700711903316,0.05121253429044925,"",44.405
development/pc_keyboard.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/pc_keyboard.wav,A brush is getting utilized quickly up front.,A brush is getting utilized quickly up front.,The engine of a lawn mower is revved up quite a few times.,The engine of a lawn mower is revved up repeatedly and finally the lawn mower starts.,"Despite the multiple attempts and rates of speed, the small internal combustion engine would not start.","Small internal combustion engine being turned multiple times at differing rates, but not starting.",development,pc_keyboard.wav,44100,18.250612244897958,37.33,1.19895317445812,3.572712472763519,,0.0,959320.5045904242,4396.14782191079,0.24513669489016468,"",23.42
development/rain window.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/rain window.wav,In the foreground is a loud grinding noise.,In the foreground is a loud grinding noise.,The copy machine in the office is old and rattling as it makes copies.,The popcorn must pop for a period of time in the microwave.,a loud grinding type noise in the foreground,some sort of machine running and clattering in a steady rhythm,development,rain window.wav,44100,17.133174603174602,31.44,1.4647721949452233,1.4594149315331537,,0.0,1449.1016259461758,261.9546451482843,0.04351606050044408,"",31.506
development/eating_cabbage.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/eating_cabbage.wav,A person or animal chewing on a food that is crunchy,A person or animal chewing on a food that is crunchy,A person is biting and eating some crunchy food.,A person eats some crunchy food multiple times.,"Someone crunches and chews a crunchy snack, then crunches fourteen times before chewing again.",Someone chews a crunchy snack fourteen times before biting again.,development,eating_cabbage.wav,44100,21.108480725623583,9.306,2.5112423394461745,4.896052268231755,,0.0,10223.139268997225,751.8058410432963,0.009547380667846987,"",24.909
development/public.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/public.wav,"A crowd of people are clapping, shouting, and screaming.","A crowd of people are clapping, shouting, and screaming.",A large crowd of people are talking and cheering in close surroundings.,A large group of people in the stadium cheer on their team.,"Clapping, shouting and screaming from a crowd of people.",A crowd of people cheers in a stadium.,development,public.wav,44100,26.09922902494331,41.92,1.7463889897690712,0.5342804748195489,,0.0,3534.0118716435168,510.4041680929408,0.03514042729846716,"",53.368
development/Coloane_HacsaBeach_Forest_birds_low.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Coloane_HacsaBeach_Forest_birds_low.wav,Birds are chirping while cars drive by on the freeway overpass.,Birds are chirping while cars drive by on the freeway overpass.,Birds chirp while cars drive past on the freeway overpass.,It is raining and cars are passing while birds chirp.,Waves are crashing loudly while birds chirp in the background.,Waves are crashing while birds chirp in the background.,development,Coloane_HacsaBeach_Forest_birds_low.wav,44100,27.05625850340136,26.8,1.189820841687777,0.9145823506752571,,0.0,33273.52455444643,1746.5462163340135,0.04232204648619183,"",48.07
development/TEX_street_cleaning_water.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/TEX_street_cleaning_water.wav,Rain coming down on the side of a busy highway overpass with construction workers talking.,Rain coming down on the side of a busy highway overpass with construction workers talking.,Someone cleans the floor with a machine while talking to another man.,Someone is running a floor cleaning machine while a man talks to another man.,"Static in the background like a vacuum cleaner is going, and brief inaudible background talking","Static in the background like a vacuum cleaner is going, and the brief inaudible background talking",development,TEX_street_cleaning_water.wav,44100,27.921995464852607,32.93,1.8232728165058245,0.12505751963929285,,0.0,29997.88916244736,1875.0413688268957,0.024059384315454627,"",60.996
development/room-tone theater with silent woman 130525_07.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/room-tone theater with silent woman 130525_07.wav,A horn sounds constantly while a car is scraping and stepping on a surface.,A horn sounds constantly while a car is scraping and stepping on a surface.,A machine with a rotating cutting wheel files metal.,An elevator being raised to the roof very slowly.,An elevator very slowly being raised to the roof.,metal is being filed by a machine with spinning cutter,development,room-tone theater with silent woman 130525_07.wav,44100,29.72591836734694,23.57,1.5092105102545526,0.23498203826700514,,0.0,4723.034660616282,655.0737960121465,0.02431501711637607,"",56.891
development/thunder04.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/thunder04.wav,It is storming with heavy rain outside while thunder is crashing.,It is storming with heavy rain outside while thunder is crashing.,Rain falls in the foreground as thunder is clapping in the background.,Several cracks of thunder occur in the distance while rain falls.,Thunder claps and rumbles loudly in the distance.,Thunder rolls with a looming and deep frequency.,development,thunder04.wav,44100,18.239274376417235,17.59,0.9914116202790423,1.2912466280300803,,0.0,24959.832063996142,1418.685687444043,0.04643820392111951,"",27.817
development/Jet interior ambience JPN.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Jet interior ambience JPN.wav,A long whistling sound was obscured by the wind blowing in the background.,A long whistling sound was obscured by the wind blowing in the background.,A machine working on something spins and hums to life,A pipe hisses while static is in the background.,The hissing of a pipe as static is audible in the background.,"Through a narrow passageway, a high volume of air is moving quickly.",development,Jet interior ambience JPN.wav,44100,23.56825396825397,39.02,2.354101219673077,0.23292099165995653,,19.56152109671092,1355.7288279696722,353.6681167067432,0.028883313672649576,"",49.394
development/whitenoise_wah.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/whitenoise_wah.wav,Consistent loud gusts of wind in a large area,Consistent loud gusts of wind in a large area,Erratic wind gushing and howling through a narrow passageway.,Erratic wind were gushing and howling as the ship went through a narrow passageway.,"Wind blows through a tunnel at first quickly, but then it slows down.",Wind blows through a tunnel fast and then slow.,development,whitenoise_wah.wav,44100,15.0,33.13,1.0868428594625075,0.11252154127246304,,0.0,200.0239325754175,119.63485446083313,0.03686513912350151,"",21.088
development/SFX_BEER-Bottle-Cap-Open-POUR.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/SFX_BEER-Bottle-Cap-Open-POUR.wav,"Opening a soda bottle makes the lid fall, creating a beeping sound before the soda fills a glass.","Opening a soda bottle makes the lid fall, creating a beeping sound before the soda fills a glass.","Several bottles of liquid are opened up by someone, before they begin pouring out a glass.",Someone opening several bottles of a beverage and then pouring a glass.,Three bottles being opened using a traditional bottle opener and one of them being poured out into a glass.,Three bottles opened with a bottle opener and pouring into a glass.,development,SFX_BEER-Bottle-Cap-Open-POUR.wav,44100,23.523492063492064,14.817,2.665110462609432,4.384183817257614,,0.0,1378304.8854123054,22868.017024831985,0.02997349093925757,"",21.595
development/World melody.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/World melody.wav,A person is playing some string instruments as other join him in the band.,A person is playing some string instruments as other join him in the band.,A person playing a stringed instrument as other people join him in the band.,A unique instrumental song is being played with several instruments.,A unique song is being played with several instruments.,traditional music instrument is being played with a nice tune,development,World melody.wav,44100,25.64780045351474,27.95,1.3997126579761048,1.2123960918965577,,0.0,18788.124287484137,756.7032241109331,0.06937378536909408,"",46.461
development/PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,A large diesel engine is shifting through its gears as it drives.,A large diesel engine is shifting through its gears as it drives.,A large diesel engine shifting through its gears as it drives.,A tractor trailer takes off and changes gears several times.,It is raining and a large truck is accelerating and slowing down.,It is raining and a large truck is accelerating and then slows down.,development,PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,44100,29.755442176870748,24.73,1.3702715205465998,0.21686634823498743,,0.0,40666.56621091956,1914.5903687162768,0.03177036605912143,"",55.372
development/forest_ambiance_chepachet_spring_night_1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/forest_ambiance_chepachet_spring_night_1.wav,A person walking along the ground at night with insects making loud noises.,A person walking along the ground at night with insects making loud noises.,"Insects shriek, scream and make noises in unison.","The insects shriek, scream and make noises in unison.",VERY LOUD CHORUS OF INSECTS WHILE SOMEONE SLOWLY WALKING,Walking out in nature with the frogs and the crickets singing.,development,forest_ambiance_chepachet_spring_night_1.wav,44100,19.709251700680273,32.39,2.016516305668593,1.648892653052334,,9.10622936410374,1488.5669324966318,245.6671954198608,0.058855727295244964,"",36.706
development/Grannie&#39;s old coffee bean mill.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Grannie&#39;s old coffee bean mill.wav,A clogged pipe someone is draining and cleaning.,A clogged pipe someone is draining and cleaning.,A person is rolling a wagon on the sidewalk.,A person offers a bike down the sidewalk and the chain squeaks.,Someone is draining and cleaning a clogged pipe,Someone is rolling a wagon on the sidewalk.,development,Grannie&#39;s old coffee bean mill.wav,44100,20.560272108843538,30.9,1.697016637210836,3.303057489403936,,0.0,17737.903274409306,1314.49828382983,0.06442619286869875,"",33.751
development/Ambience Shopping mall.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Ambience Shopping mall.wav,A large group of people are talking and a man is yelling as a scanner beeps.,A large group of people are talking and a man is yelling as a scanner beeps.,A large group of people are talking while a man is yelling and a scanner beeps.,"As people chat, their conversation is punctuated by the beep of someone scanning an item in a store.",People are chatting in conversation punctuated by the beep of someone scanning an item in a store.,People talking while waiting at a bus station for the bus to pull in.,development,Ambience Shopping mall.wav,44100,27.775510204081634,29.9,1.3904761582656189,0.10388749618999794,,0.0,12182.824136825971,1043.631673758517,0.05238020137500021,"",51.703
